"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_symbol","regulation","log2FC_plot","negLog10Padj","gene_biotype"
11.4686649424549,0.0283009024747747,0.135130317285701,0.831330202013126,0.847860952072699,"A1BG","NS",0.0283009024747747,0.0716753655487416,"protein_coding"
71009.3885155042,-0.412730933403707,0.13535975780841,0.000952798308663121,0.00137018908055543,"A2M","NS",-0.412730933403707,2.86321949782482,"protein_coding"
1048.82096013281,4.66333753699913,0.222273013273854,7.0032673251704e-99,3.30753858400299e-97,"A2ML1","Up",4.66333753699913,96.4804950808602,"protein_coding"
1168.35834536027,-0.0752758413956402,0.137958150491376,0.567601159066601,0.599750667924443,"A4GALT","NS",-0.0752758413956402,0.222029259699043,"protein_coding"
5.72748805616471,-1.24295367511485,0.211993739087522,1.91075600877632e-09,3.96885887395081e-09,"A4GNT","Down",-1.24295367511485,8.40133434361088,"protein_coding"
1966.10174093795,0.057598081370606,0.0500878944936029,0.25187376613844,0.282726507938912,"AAAS","NS",0.057598081370606,0.548633470916582,"protein_coding"
3722.04447044781,-0.545962549842771,0.119283075337461,4.87320609348316e-06,8.27125597214904e-06,"AACS","NS",-0.545962549842771,5.08242853877175,"protein_coding"
165.154825611069,-2.93740677333158,0.31702896876535,2.18553476737721e-37,1.5273866176431e-36,"AADAC","Down",-2.93740677333158,35.8160510188331,"protein_coding"
8.1899417979056,1.11092760014902,0.35416779518919,4.99405884160709e-05,7.92240886986458e-05,"AADACL2","Up",1.11092760014902,4.10114274772524,"protein_coding"
482.328583790658,1.34480005397518,0.143410005901792,2.4262311050349e-21,8.9848455415298e-21,"AADAT","Up",1.34480005397518,20.0464893844468,"protein_coding"
3096.16152996635,0.342853884292351,0.0530114756129874,9.25682246200505e-11,2.06647598004872e-10,"AAGAB","NS",0.342853884292351,9.68476963843111,"protein_coding"
3050.02919395079,-0.126487340890258,0.0667361094899601,0.0550492817535109,0.0672452312367336,"AAK1","NS",-0.126487340890258,1.17233850866393,"protein_coding"
416.174673765097,-0.569353677727309,0.105239816883469,4.98681648388251e-08,9.5399371426913e-08,"AAMDC","NS",-0.569353677727309,7.02045448679195,"protein_coding"
6597.56510185945,0.411787298651603,0.0672816243831909,9.97368019192584e-10,2.09985450334293e-09,"AAMP","NS",0.411787298651603,8.67781079602055,"protein_coding"
10.1933378668554,1.79274809812177,0.178603734774766,2.34795108422091e-24,9.84404074776292e-24,"AANAT","Up",1.79274809812177,23.006826597276,"protein_coding"
3299.43336183432,0.200003598108887,0.0455977013141521,1.1279545976533e-05,1.86937031223571e-05,"AAR2","NS",0.200003598108887,4.72830465869059,"protein_coding"
4285.01595847784,3.2462369988825,0.243614406027479,1.71205147292048e-41,1.40153233322412e-40,"AARD","Up",3.2462369988825,39.8533968786537,"protein_coding"
10377.277923328,0.819721655598082,0.0648905252205825,2.91628803050683e-36,1.94808040437856e-35,"AARS1","NS",0.819721655598082,34.7103931221713,"protein_coding"
1434.08105987575,0.736641059939168,0.0662927598287708,6.15081718671912e-29,3.10140842446284e-28,"AARS2","NS",0.736641059939168,27.508441037758,"protein_coding"
51.2678324938859,-0.192779516663424,0.0992639395901511,0.0505482902863336,0.0619828218824726,"AARSD1","NS",-0.192779516663424,1.20772865558804,"protein_coding"
1003.01663164084,-0.341280058324103,0.0750499225133215,4.01525318586829e-06,6.84176069341282e-06,"AASDH","NS",-0.341280058324103,5.16483212035088,"protein_coding"
2006.03775265316,0.13971412896594,0.0553034772543298,0.00999533210999799,0.0131625383419258,"AASDHPPT","NS",0.13971412896594,1.88066035072288,"protein_coding"
1318.17892459095,-1.74964301773766,0.119543618392233,2.45033813149722e-49,2.6822657836919e-48,"AASS","Down",-1.74964301773766,47.5714981904398,"protein_coding"
3210.1521515657,0.65190504753243,0.0595948564815295,6.84799217871454e-28,3.30142810001538e-27,"AATF","NS",0.65190504753243,26.4812981565484,"protein_coding"
282.711150252705,0.0823522212273991,0.0998895241788216,0.404883635306867,0.439267495817829,"AATK","NS",0.0823522212273991,0.357270931743155,"protein_coding"
1050.58545139842,-1.51038619687422,0.129301104683937,3.25884082141103e-32,1.86073036506989e-31,"ABAT","Down",-1.51038619687422,30.7303165551048,"protein_coding"
4343.77042948459,-1.38147941580131,0.127849412529634,8.91470736891493e-28,4.27508652253846e-27,"ABCA1","Down",-1.38147941580131,26.3690550912561,"protein_coding"
648.644487561801,-3.9450398462295,0.160017067416427,6.36663802929498e-135,6.3287413743587e-133,"ABCA10","Down",-3.9450398462295,132.198682651518,"protein_coding"
335.137619933629,0.44735186726373,0.252769178680659,0.275438498105303,0.307359739559962,"ABCA12","NS",0.44735186726373,0.512353020479907,"protein_coding"
302.507138089647,2.42001223827928,0.267434657732101,1.918029481561e-20,6.84191138543847e-20,"ABCA13","Up",2.42001223827928,19.1648225549777,"protein_coding"
3337.47284131457,-0.591032524235544,0.0880095466155128,6.32214790779165e-12,1.49954366066527e-11,"ABCA2","NS",-0.591032524235544,10.8240408848161,"protein_coding"
3384.489910948,0.0977641622757789,0.112148629181258,0.400834966572428,0.435303816044696,"ABCA3","NS",0.0977641622757789,0.361207525629438,"protein_coding"
337.719873083454,0.821516608927674,0.212040442123371,6.80308782637613e-05,0.000106906397452275,"ABCA4","NS",0.821516608927674,3.97099630512716,"protein_coding"
2033.964229673,-1.5164006813196,0.110710225484715,2.93883194780274e-43,2.56150801295959e-42,"ABCA5","Down",-1.5164006813196,41.591504281217,"protein_coding"
1282.05664968422,-3.26861120743597,0.148595660444857,3.48756898417259e-108,2.11023195781457e-106,"ABCA6","Down",-3.26861120743597,105.675669804199,"protein_coding"
963.446824410594,0.261214878873769,0.0992822317101981,0.00927384388695736,0.01225572873767,"ABCA7","NS",0.261214878873769,1.91166086006761,"protein_coding"
3406.4174399975,-4.75588426036776,0.199842721219934,1.3843688174505e-126,1.23498713949911e-124,"ABCA8","Down",-4.75588426036776,123.908337564893,"protein_coding"
1586.45827908892,-4.4709614340544,0.164422624783086,6.61975619130962e-164,1.02361044810065e-161,"ABCA9","Down",-4.4709614340544,160.989865289872,"protein_coding"
658.439601748603,-2.52003294562098,0.134721990670513,5.85821636403494e-79,1.66381315100992e-77,"ABCB1","Down",-2.52003294562098,76.7788954473011,"protein_coding"
1496.07529737654,0.534784273990106,0.0705739751431266,3.28877319027798e-14,8.75231263985886e-14,"ABCB10","NS",0.534784273990106,13.0578771773749,"protein_coding"
35.4842991690364,-2.68050375033313,0.240903263391662,1.11348309954211e-29,5.76916349042978e-29,"ABCB11","Down",-2.68050375033313,28.2388871535388,"protein_coding"
95.0104842457642,-0.0984818302308324,0.1243983021843,0.421940195140357,0.456538722518786,"ABCB4","NS",-0.0984818302308324,0.340522380751749,"protein_coding"
169.702921448663,-4.48084254992852,0.224301977387714,4.03661864621648e-90,1.53487093332913e-88,"ABCB5","Down",-4.48084254992852,87.8139281382973,"protein_coding"
29.3607869749586,0.453816083604486,0.109739068744269,2.94754717638862e-05,4.74732252967459e-05,"ABCB6","NS",0.453816083604486,4.32355126162489,"protein_coding"
1612.36928822786,-0.19279273665184,0.0508632118815937,0.000145809485436297,0.000223527429572057,"ABCB7","NS",-0.19279273665184,3.65066917597343,"protein_coding"
1563.91087414604,0.721976241017397,0.0771841945012625,6.87779818974605e-21,2.50216168021869e-20,"ABCB8","NS",0.721976241017397,19.60168463127,"protein_coding"
534.404602442045,0.933595043960234,0.104202049695977,2.2242573170521e-19,7.57692093561728e-19,"ABCB9","NS",0.933595043960234,18.1205072445447,"protein_coding"
4105.81846960346,0.659886524625624,0.075473772323443,5.42629680867575e-18,1.73546722661416e-17,"ABCC1","NS",0.659886524625624,16.760583583338,"protein_coding"
1507.44126052559,0.855848836905983,0.0603496245861931,1.17228717005437e-45,1.11793031863339e-44,"ABCC10","NS",0.855848836905983,43.9515852654801,"protein_coding"
1373.72479661387,-0.932174593155483,0.3329541438865,0.000660391691739506,0.000961679565054913,"ABCC11","NS",-0.932174593155483,3.01696961227685,"protein_coding"
24.9063742076064,1.02743269109637,0.388627801798805,0.40330822399627,0.437740299273235,"ABCC12","NS",1.02743269109637,0.358783469502165,"protein_coding"
146.158682076911,0.267914421591155,0.187548083907558,0.782432060348261,0.80297277713829,"ABCC2","NS",0.267914421591155,0.0952991781821296,"protein_coding"
1332.44584908744,-0.403272395259264,0.152269843040081,0.00694565424802357,0.00928058198985419,"ABCC3","NS",-0.403272395259264,2.03242478810691,"protein_coding"
849.699610944787,1.08849332916034,0.133242313765142,1.70704158784822e-16,5.07903266053756e-16,"ABCC4","Up",1.08849332916034,15.2942189944473,"protein_coding"
2793.02379844991,0.624605764441987,0.0838342857481364,1.52980131807536e-13,3.93865349220807e-13,"ABCC5","NS",0.624605764441987,12.4046522250912,"protein_coding"
456.417431751251,-2.77319086371653,0.17773520438439,7.29862973707951e-56,1.00170214175894e-54,"ABCC6","Down",-2.77319086371653,53.9992613976515,"protein_coding"
239.139248786461,-2.15338749433385,0.303806703059208,2.10840307486161e-13,5.38977641289935e-13,"ABCC8","Down",-2.15338749433385,12.2684292505198,"protein_coding"
1963.3809179426,-2.45108423625491,0.169486502863682,2.77103707581154e-48,2.90242844744435e-47,"ABCC9","Down",-2.45108423625491,46.5372384779677,"protein_coding"
1762.65371627199,1.16368549801561,0.132886292357288,9.89426502285108e-19,3.27274255034093e-18,"ABCD1","Up",1.16368549801561,17.4850881570397,"protein_coding"
771.959226586329,-3.79834366996724,0.2039940869365,1.83082982380144e-78,5.08902431050002e-77,"ABCD2","Down",-3.79834366996724,76.2933654744773,"protein_coding"
4232.74182089802,-0.192246631404754,0.0711417896379129,0.00599306863519913,0.00805935114087365,"ABCD3","NS",-0.192246631404754,2.09369992187748,"protein_coding"
1813.92951428518,-0.668610558744924,0.0664603132402577,4.93273249871154e-24,2.03983341740498e-23,"ABCD4","NS",-0.668610558744924,22.6904052976995,"protein_coding"
4389.05191017121,0.627149895545939,0.0638363471745505,8.25039940964352e-23,3.26002437396003e-22,"ABCE1","NS",0.627149895545939,21.4867791528656,"protein_coding"
